id_transaksi,tanggal,jenis_transaksi,nama_barang,gudang_asal,gudang_tujuan,jumlah_masuk,jumlah_keluar,jumlah_rusak,jumlah_hilang,jumlah_ketemu,harga_satuan,total_transaksi,metode_pembayaran,status_transaksi,catatan
TRX1043,2025-06-24,penjualan,Botol 1500ml,Gudang D,,0,20,2,0,0,3800,76000,transfer,pending,Penjualan otomatis dari Gudang D
TRX1044,2025-06-24,penjualan,Botol 330ml,Gudang C,,0,16,0,1,0,1900,30400,tempo,selesai,Penjualan otomatis dari Gudang C
TRX1045,2025-06-24,penjualan,Botol 600ml,Gudang C,,0,51,0,0,0,2200,112200,transfer,selesai,Penjualan otomatis dari Gudang C
TRX1046,2025-06-25,penjualan,Botol 330ml,Gudang C,,0,15,0,0,0,1700,25500,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX1047,2025-06-25,penjualan,Botol 500ml,Gudang B,,0,31,3,0,0,2000,62000,tempo,selesai,Penjualan otomatis dari Gudang B
TRX1048,2025-06-25,pindah_gudang,Botol 500ml,Gudang A,Gudang C,80,80,0,0,0,2000,0,internal,selesai,Pindah stok dari Gudang A ke Gudang C
TRX1049,2025-06-26,restock,Botol 600ml,,Gudang A,212,0,0,0,0,2200,466400,transfer,selesai,Restock otomatis ke Gudang A
TRX1050,2025-06-26,penjualan,Botol 500ml,Gudang D,,0,47,0,0,0,2000,94000,tempo,selesai,Penjualan otomatis dari Gudang D
TRX1051,2025-06-26,pindah_gudang,Botol 1500ml,Gudang C,Gudang A,170,170,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang C ke Gudang A
TRX1052,2025-06-26,pindah_gudang,Botol 250ml,Gudang B,Gudang D,127,127,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang B ke Gudang D
TRX1053,2025-06-26,stok_adjustment,Botol 600ml,Gudang A,,0,0,3,24,6,0,0,none,selesai,Penyesuaian stok periodik
TRX1054,2025-06-27,restock,Botol 1000ml,,Gudang C,128,0,0,0,0,3000,384000,transfer,selesai,Restock otomatis ke Gudang C
TRX1055,2025-06-27,restock,Botol 330ml,,Gudang B,93,0,0,0,0,1700,158100,transfer,selesai,Restock otomatis ke Gudang B
TRX1056,2025-06-27,penjualan,Botol 600ml,Gudang D,,0,54,0,0,0,2200,118800,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX1057,2025-06-27,penjualan,Botol 750ml,Gudang D,,0,11,0,0,0,2800,30800,cash,selesai,Penjualan otomatis dari Gudang D
TRX1058,2025-06-27,penjualan,Botol 330ml,Gudang A,,0,12,0,1,0,2000,24000,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX1059,2025-06-27,penjualan,Botol 600ml,Gudang C,,0,50,0,0,0,2500,125000,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX1060,2025-06-27,penjualan,Botol 600ml,Gudang A,,0,52,0,0,0,2200,114400,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX1061,2025-06-27,penjualan,Botol 750ml,Gudang D,,0,19,0,0,0,2600,49400,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX1062,2025-06-27,pindah_gudang,Botol 1000ml,Gudang D,Gudang C,35,35,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang D ke Gudang C
TRX1063,2025-06-28,restock,Botol 250ml,,Gudang B,252,0,0,0,0,1500,378000,transfer,selesai,Restock otomatis ke Gudang B
TRX1064,2025-06-28,penjualan,Botol 330ml,Gudang A,,0,16,0,0,0,1700,27200,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX1065,2025-06-28,pindah_gudang,Botol 1500ml,Gudang B,Gudang D,141,141,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang B ke Gudang D
TRX1066,2025-06-28,pindah_gudang,Botol 250ml,Gudang D,Gudang A,116,116,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang D ke Gudang A
TRX1067,2025-06-29,restock,Botol 500ml,,Gudang A,195,0,0,0,0,2000,390000,cash,selesai,Restock otomatis ke Gudang A
TRX1068,2025-06-29,restock,Botol 500ml,,Gudang C,275,0,0,0,0,2000,550000,cash,selesai,Restock otomatis ke Gudang C
TRX1069,2025-06-29,restock,Botol 500ml,,Gudang A,183,0,0,0,0,2000,366000,cash,selesai,Restock otomatis ke Gudang A
TRX1070,2025-06-29,penjualan,Botol 750ml,Gudang D,,0,13,0,0,0,2800,36400,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX1071,2025-06-29,pindah_gudang,Botol 1000ml,Gudang B,Gudang C,183,183,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang B ke Gudang C
TRX1072,2025-06-29,pindah_gudang,Botol 1500ml,Gudang B,Gudang D,91,91,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang B ke Gudang D
TRX1073,2025-06-30,restock,Botol 1500ml,,Gudang B,191,0,0,0,0,3500,668500,cash,selesai,Restock otomatis ke Gudang B
TRX1074,2025-06-30,penjualan,Botol 250ml,Gudang B,,0,44,4,0,0,1800,79200,non-cash,pending,Penjualan otomatis dari Gudang B
TRX1075,2025-06-30,penjualan,Botol 500ml,Gudang D,,0,12,0,0,0,2300,27600,cash,selesai,Penjualan otomatis dari Gudang D
TRX1076,2025-06-30,penjualan,Botol 1000ml,Gudang D,,0,10,0,0,0,3200,32000,cash,selesai,Penjualan otomatis dari Gudang D
TRX1077,2025-06-30,penjualan,Botol 1000ml,Gudang B,,0,12,0,0,0,3300,39600,cash,selesai,Penjualan otomatis dari Gudang B
TRX1078,2025-06-30,penjualan,Botol 600ml,Gudang D,,0,26,1,0,0,2400,62400,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX1079,2025-06-30,stok_adjustment,Botol 500ml,Gudang A,,0,0,140,81,0,0,0,none,selesai,Penyesuaian stok periodik
TRX1080,2025-07-01,restock,Botol 330ml,,Gudang A,260,0,0,0,0,1700,442000,transfer,selesai,Restock otomatis ke Gudang A
TRX1081,2025-07-01,restock,Botol 600ml,,Gudang B,220,0,0,0,0,2200,484000,cash,selesai,Restock otomatis ke Gudang B
TRX1082,2025-07-01,penjualan,Botol 1500ml,Gudang D,,0,18,1,0,0,3500,63000,cash,selesai,Penjualan otomatis dari Gudang D
TRX1083,2025-07-01,penjualan,Botol 500ml,Gudang D,,0,35,0,0,0,2200,77000,cash,selesai,Penjualan otomatis dari Gudang D
TRX1084,2025-07-01,penjualan,Botol 600ml,Gudang D,,0,38,0,0,0,2500,95000,transfer,selesai,Penjualan otomatis dari Gudang D
TRX1085,2025-07-01,penjualan,Botol 750ml,Gudang B,,0,17,0,0,0,2600,44200,transfer,selesai,Penjualan otomatis dari Gudang B
TRX1086,2025-07-01,pindah_gudang,Botol 1500ml,Gudang D,Gudang A,197,197,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang D ke Gudang A
TRX1087,2025-07-01,pindah_gudang,Botol 600ml,Gudang D,Gudang A,94,94,0,0,0,2200,0,internal,selesai,Pindah stok dari Gudang D ke Gudang A
TRX1088,2025-07-01,stok_adjustment,Botol 750ml,Gudang C,,0,0,33,19,0,0,0,none,selesai,Penyesuaian stok periodik
TRX1089,2025-07-02,penjualan,Botol 1500ml,Gudang C,,0,12,0,0,0,3800,45600,cash,pending,Penjualan otomatis dari Gudang C
TRX1090,2025-07-02,stok_adjustment,Botol 1000ml,Gudang A,,0,0,110,11,0,0,0,none,selesai,Penyesuaian stok periodik
TRX1091,2025-07-03,penjualan,Botol 1500ml,Gudang B,,0,24,0,0,0,3500,84000,tempo,pending,Penjualan otomatis dari Gudang B
TRX1092,2025-07-03,penjualan,Botol 1500ml,Gudang A,,0,52,0,0,0,3700,192400,cash,pending,Penjualan otomatis dari Gudang A
TRX1093,2025-07-03,penjualan,Botol 1000ml,Gudang B,,0,44,2,3,0,3000,132000,tempo,selesai,Penjualan otomatis dari Gudang B
TRX1094,2025-07-03,pindah_gudang,Botol 250ml,Gudang B,Gudang C,178,178,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang B ke Gudang C
TRX1095,2025-07-03,pindah_gudang,Botol 1000ml,Gudang A,Gudang C,157,157,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang A ke Gudang C
TRX1096,2025-07-04,penjualan,Botol 600ml,Gudang C,,0,40,0,0,0,2200,88000,transfer,selesai,Penjualan otomatis dari Gudang C
TRX1097,2025-07-04,penjualan,Botol 600ml,Gudang D,,0,48,0,0,0,2400,115200,tempo,selesai,Penjualan otomatis dari Gudang D
TRX1098,2025-07-04,penjualan,Botol 250ml,Gudang C,,0,55,4,0,0,1500,82500,transfer,pending,Penjualan otomatis dari Gudang C
TRX1099,2025-07-04,penjualan,Botol 750ml,Gudang C,,0,42,0,0,0,2800,117600,non-cash,pending,Penjualan otomatis dari Gudang C
TRX1100,2025-07-04,penjualan,Botol 500ml,Gudang D,,0,23,0,0,0,2000,46000,cash,selesai,Penjualan otomatis dari Gudang D
TRX1101,2025-07-04,penjualan,Botol 600ml,Gudang C,,0,14,0,1,0,2400,33600,tempo,selesai,Penjualan otomatis dari Gudang C
TRX1102,2025-07-05,restock,Botol 600ml,,Gudang B,301,0,0,0,0,2200,662200,cash,selesai,Restock otomatis ke Gudang B
TRX1103,2025-07-05,restock,Botol 750ml,,Gudang B,79,0,0,0,0,2600,205400,cash,selesai,Restock otomatis ke Gudang B
TRX1104,2025-07-05,restock,Botol 1500ml,,Gudang A,308,0,0,0,0,3500,1078000,transfer,selesai,Restock otomatis ke Gudang A
TRX1105,2025-07-05,penjualan,Botol 1000ml,Gudang C,,0,61,7,0,0,3000,183000,cash,selesai,Penjualan otomatis dari Gudang C
TRX1106,2025-07-05,penjualan,Botol 250ml,Gudang A,,0,38,0,0,0,1500,57000,transfer,selesai,Penjualan otomatis dari Gudang A
TRX1107,2025-07-05,pindah_gudang,Botol 500ml,Gudang C,Gudang D,125,125,0,0,0,2000,0,internal,selesai,Pindah stok dari Gudang C ke Gudang D
TRX1108,2025-07-05,pindah_gudang,Botol 1000ml,Gudang C,Gudang B,172,172,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang C ke Gudang B
TRX1109,2025-07-06,penjualan,Botol 750ml,Gudang D,,0,10,0,0,0,2600,26000,tempo,selesai,Penjualan otomatis dari Gudang D
TRX1110,2025-07-06,penjualan,Botol 500ml,Gudang B,,0,11,0,0,0,2000,22000,non-cash,selesai,Penjualan otomatis dari Gudang B
TRX1111,2025-07-06,penjualan,Botol 500ml,Gudang B,,0,21,0,0,0,2000,42000,transfer,selesai,Penjualan otomatis dari Gudang B
TRX1112,2025-07-06,penjualan,Botol 1500ml,Gudang C,,0,49,2,0,0,3800,186200,cash,selesai,Penjualan otomatis dari Gudang C
TRX1113,2025-07-07,restock,Botol 500ml,,Gudang C,318,0,0,0,0,2000,636000,cash,selesai,Restock otomatis ke Gudang C
TRX1114,2025-07-07,restock,Botol 330ml,,Gudang B,222,0,0,0,0,1700,377400,transfer,selesai,Restock otomatis ke Gudang B
TRX1115,2025-07-07,restock,Botol 250ml,,Gudang C,228,0,0,0,0,1500,342000,cash,selesai,Restock otomatis ke Gudang C
TRX1116,2025-07-07,penjualan,Botol 500ml,Gudang C,,0,19,0,0,0,2000,38000,cash,selesai,Penjualan otomatis dari Gudang C
TRX1117,2025-07-07,penjualan,Botol 1500ml,Gudang A,,0,34,0,0,0,3500,119000,tempo,selesai,Penjualan otomatis dari Gudang A
TRX1118,2025-07-07,penjualan,Botol 500ml,Gudang A,,0,37,0,0,0,2000,74000,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX1119,2025-07-07,penjualan,Botol 600ml,Gudang C,,0,25,0,2,0,2400,60000,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX1120,2025-07-07,pindah_gudang,Botol 1500ml,Gudang A,Gudang C,72,72,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang A ke Gudang C
TRX1121,2025-07-07,stok_adjustment,Botol 500ml,Gudang A,,0,0,62,6,6,0,0,none,selesai,Penyesuaian stok periodik
TRX1122,2025-07-08,restock,Botol 750ml,,Gudang B,272,0,0,0,0,2600,707200,cash,selesai,Restock otomatis ke Gudang B
TRX1123,2025-07-08,restock,Botol 600ml,,Gudang C,272,0,0,0,0,2200,598400,cash,selesai,Restock otomatis ke Gudang C
TRX1124,2025-07-08,penjualan,Botol 750ml,Gudang D,,0,10,0,0,0,2600,26000,cash,selesai,Penjualan otomatis dari Gudang D
TRX1125,2025-07-09,restock,Botol 330ml,,Gudang C,261,0,0,0,0,1700,443700,transfer,selesai,Restock otomatis ke Gudang C
TRX1126,2025-07-09,restock,Botol 330ml,,Gudang C,84,0,0,0,0,1700,142800,cash,selesai,Restock otomatis ke Gudang C
TRX1127,2025-07-09,restock,Botol 1000ml,,Gudang A,183,0,0,0,0,3000,549000,cash,selesai,Restock otomatis ke Gudang A
TRX1128,2025-07-09,penjualan,Botol 1000ml,Gudang B,,0,52,0,0,0,3000,156000,tempo,selesai,Penjualan otomatis dari Gudang B
TRX1129,2025-07-09,penjualan,Botol 250ml,Gudang D,,0,41,0,0,0,1500,61500,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX1130,2025-07-09,pindah_gudang,Botol 1500ml,Gudang D,Gudang B,110,110,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang D ke Gudang B
TRX1131,2025-07-09,pindah_gudang,Botol 750ml,Gudang B,Gudang A,52,52,0,0,0,2600,0,internal,selesai,Pindah stok dari Gudang B ke Gudang A
TRX1132,2025-07-10,penjualan,Botol 330ml,Gudang A,,0,53,0,0,0,1700,90100,cash,selesai,Penjualan otomatis dari Gudang A
TRX1133,2025-07-10,penjualan,Botol 1000ml,Gudang A,,0,46,0,1,0,3300,151800,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX1134,2025-07-10,penjualan,Botol 1000ml,Gudang C,,0,14,0,1,0,3200,44800,cash,selesai,Penjualan otomatis dari Gudang C
TRX1135,2025-07-10,penjualan,Botol 250ml,Gudang D,,0,45,0,3,0,1800,81000,tempo,selesai,Penjualan otomatis dari Gudang D
TRX1136,2025-07-10,penjualan,Botol 500ml,Gudang A,,0,54,0,0,0,2300,124200,tempo,selesai,Penjualan otomatis dari Gudang A
TRX1137,2025-07-10,penjualan,Botol 600ml,Gudang B,,0,55,2,0,0,2400,132000,cash,selesai,Penjualan otomatis dari Gudang B
TRX1138,2025-07-11,restock,Botol 500ml,,Gudang D,72,0,0,0,0,2000,144000,transfer,selesai,Restock otomatis ke Gudang D
TRX1139,2025-07-11,penjualan,Botol 750ml,Gudang B,,0,26,0,0,0,2900,75400,cash,selesai,Penjualan otomatis dari Gudang B
TRX1140,2025-07-11,pindah_gudang,Botol 1000ml,Gudang A,Gudang D,24,24,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang A ke Gudang D
TRX1141,2025-07-11,stok_adjustment,Botol 1500ml,Gudang B,,0,0,115,64,4,0,0,none,selesai,Penyesuaian stok periodik
TRX1142,2025-07-12,restock,Botol 250ml,,Gudang D,165,0,0,0,0,1500,247500,transfer,selesai,Restock otomatis ke Gudang D
TRX1143,2025-07-12,penjualan,Botol 250ml,Gudang C,,0,35,0,0,0,1800,63000,tempo,pending,Penjualan otomatis dari Gudang C
TRX1144,2025-07-12,penjualan,Botol 250ml,Gudang D,,0,49,0,0,0,1800,88200,transfer,selesai,Penjualan otomatis dari Gudang D
TRX1145,2025-07-12,penjualan,Botol 500ml,Gudang A,,0,45,0,0,0,2000,90000,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX1146,2025-07-12,penjualan,Botol 1500ml,Gudang D,,0,42,0,0,0,3500,147000,tempo,selesai,Penjualan otomatis dari Gudang D
TRX1147,2025-07-12,penjualan,Botol 600ml,Gudang D,,0,61,6,0,0,2200,134200,tempo,selesai,Penjualan otomatis dari Gudang D
TRX1148,2025-07-12,penjualan,Botol 1500ml,Gudang B,,0,58,0,0,0,3700,214600,tempo,selesai,Penjualan otomatis dari Gudang B
TRX1149,2025-07-12,pindah_gudang,Botol 1000ml,Gudang B,Gudang C,131,131,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang B ke Gudang C
TRX1150,2025-07-12,pindah_gudang,Botol 750ml,Gudang A,Gudang D,129,129,0,0,0,2600,0,internal,selesai,Pindah stok dari Gudang A ke Gudang D
TRX1151,2025-07-12,stok_adjustment,Botol 600ml,Gudang A,,0,0,25,14,0,0,0,none,selesai,Penyesuaian stok periodik
TRX1152,2025-07-13,restock,Botol 330ml,,Gudang D,132,0,0,0,0,1700,224400,cash,selesai,Restock otomatis ke Gudang D
TRX1153,2025-07-13,restock,Botol 600ml,,Gudang A,228,0,0,0,0,2200,501600,cash,selesai,Restock otomatis ke Gudang A
TRX1154,2025-07-13,penjualan,Botol 250ml,Gudang C,,0,39,0,0,0,1500,58500,cash,selesai,Penjualan otomatis dari Gudang C
TRX1155,2025-07-13,penjualan,Botol 250ml,Gudang B,,0,62,0,0,0,1700,105400,cash,selesai,Penjualan otomatis dari Gudang B
TRX1156,2025-07-13,stok_adjustment,Botol 250ml,Gudang A,,0,0,40,9,0,0,0,none,selesai,Penyesuaian stok periodik
TRX1157,2025-07-14,restock,Botol 330ml,,Gudang D,205,0,0,0,0,1700,348500,transfer,selesai,Restock otomatis ke Gudang D
TRX1158,2025-07-14,restock,Botol 600ml,,Gudang A,297,0,0,0,0,2200,653400,cash,selesai,Restock otomatis ke Gudang A
TRX1159,2025-07-14,restock,Botol 600ml,,Gudang D,214,0,0,0,0,2200,470800,cash,selesai,Restock otomatis ke Gudang D
TRX1160,2025-07-14,penjualan,Botol 600ml,Gudang C,,0,15,0,0,0,2200,33000,non-cash,pending,Penjualan otomatis dari Gudang C
TRX1161,2025-07-14,penjualan,Botol 1000ml,Gudang B,,0,53,0,0,0,3300,174900,transfer,selesai,Penjualan otomatis dari Gudang B
TRX1162,2025-07-14,penjualan,Botol 750ml,Gudang D,,0,22,0,0,0,2600,57200,cash,selesai,Penjualan otomatis dari Gudang D
TRX1163,2025-07-14,penjualan,Botol 600ml,Gudang A,,0,20,0,0,0,2200,44000,tempo,pending,Penjualan otomatis dari Gudang A
TRX1164,2025-07-14,penjualan,Botol 750ml,Gudang A,,0,13,0,1,0,2800,36400,cash,selesai,Penjualan otomatis dari Gudang A
TRX1165,2025-07-14,pindah_gudang,Botol 330ml,Gudang D,Gudang C,41,41,0,0,0,1700,0,internal,selesai,Pindah stok dari Gudang D ke Gudang C
TRX1166,2025-07-14,pindah_gudang,Botol 500ml,Gudang C,Gudang B,45,45,0,0,0,2000,0,internal,selesai,Pindah stok dari Gudang C ke Gudang B
TRX1167,2025-07-15,restock,Botol 1000ml,,Gudang C,95,0,0,0,0,3000,285000,cash,selesai,Restock otomatis ke Gudang C
TRX1168,2025-07-15,restock,Botol 330ml,,Gudang A,295,0,0,0,0,1700,501500,cash,selesai,Restock otomatis ke Gudang A
TRX1169,2025-07-15,restock,Botol 500ml,,Gudang C,177,0,0,0,0,2000,354000,transfer,selesai,Restock otomatis ke Gudang C
TRX1170,2025-07-15,penjualan,Botol 750ml,Gudang D,,0,16,0,0,0,2800,44800,tempo,selesai,Penjualan otomatis dari Gudang D
TRX1171,2025-07-15,penjualan,Botol 500ml,Gudang D,,0,26,0,0,0,2000,52000,transfer,selesai,Penjualan otomatis dari Gudang D
TRX1172,2025-07-15,penjualan,Botol 600ml,Gudang A,,0,15,0,1,0,2500,37500,tempo,selesai,Penjualan otomatis dari Gudang A
TRX1173,2025-07-15,penjualan,Botol 600ml,Gudang D,,0,44,0,0,0,2200,96800,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX1174,2025-07-15,penjualan,Botol 250ml,Gudang A,,0,52,0,0,0,1700,88400,tempo,selesai,Penjualan otomatis dari Gudang A
TRX1175,2025-07-15,penjualan,Botol 1000ml,Gudang C,,0,31,0,0,0,3000,93000,tempo,selesai,Penjualan otomatis dari Gudang C
TRX1176,2025-07-16,penjualan,Botol 330ml,Gudang D,,0,25,0,0,0,2000,50000,transfer,selesai,Penjualan otomatis dari Gudang D
TRX1177,2025-07-16,penjualan,Botol 750ml,Gudang A,,0,30,0,0,0,2800,84000,tempo,selesai,Penjualan otomatis dari Gudang A
TRX1178,2025-07-16,penjualan,Botol 1500ml,Gudang C,,0,41,5,0,0,3500,143500,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX1179,2025-07-16,penjualan,Botol 600ml,Gudang C,,0,15,0,1,0,2200,33000,cash,selesai,Penjualan otomatis dari Gudang C
TRX1180,2025-07-16,penjualan,Botol 1000ml,Gudang A,,0,53,0,0,0,3300,174900,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX1181,2025-07-16,penjualan,Botol 500ml,Gudang A,,0,30,0,0,0,2300,69000,transfer,selesai,Penjualan otomatis dari Gudang A
TRX1182,2025-07-17,restock,Botol 250ml,,Gudang C,256,0,0,0,0,1500,384000,cash,selesai,Restock otomatis ke Gudang C
TRX1183,2025-07-17,restock,Botol 750ml,,Gudang A,318,0,0,0,0,2600,826800,cash,selesai,Restock otomatis ke Gudang A
TRX1184,2025-07-17,penjualan,Botol 330ml,Gudang C,,0,12,0,0,0,1700,20400,tempo,selesai,Penjualan otomatis dari Gudang C
TRX1185,2025-07-17,penjualan,Botol 500ml,Gudang D,,0,43,0,0,0,2000,86000,tempo,selesai,Penjualan otomatis dari Gudang D
TRX1186,2025-07-17,penjualan,Botol 330ml,Gudang A,,0,34,1,0,0,2000,68000,transfer,selesai,Penjualan otomatis dari Gudang A
TRX1187,2025-07-17,penjualan,Botol 250ml,Gudang D,,0,23,0,0,0,1500,34500,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX1188,2025-07-17,penjualan,Botol 1000ml,Gudang D,,0,21,0,0,0,3300,69300,transfer,selesai,Penjualan otomatis dari Gudang D
TRX1189,2025-07-17,penjualan,Botol 330ml,Gudang D,,0,31,0,0,0,1700,52700,tempo,selesai,Penjualan otomatis dari Gudang D
TRX1190,2025-07-18,restock,Botol 330ml,,Gudang A,108,0,0,0,0,1700,183600,transfer,selesai,Restock otomatis ke Gudang A
TRX1191,2025-07-18,penjualan,Botol 330ml,Gudang A,,0,28,0,0,0,1900,53200,tempo,selesai,Penjualan otomatis dari Gudang A
TRX1192,2025-07-18,penjualan,Botol 1000ml,Gudang D,,0,13,0,0,0,3000,39000,transfer,selesai,Penjualan otomatis dari Gudang D
TRX1193,2025-07-18,penjualan,Botol 250ml,Gudang D,,0,47,0,0,0,1500,70500,tempo,selesai,Penjualan otomatis dari Gudang D
TRX1194,2025-07-18,pindah_gudang,Botol 1500ml,Gudang D,Gudang A,81,81,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang D ke Gudang A
TRX1195,2025-07-19,penjualan,Botol 1000ml,Gudang C,,0,25,0,1,0,3000,75000,cash,pending,Penjualan otomatis dari Gudang C
TRX1196,2025-07-20,penjualan,Botol 250ml,Gudang A,,0,26,2,0,0,1500,39000,non-cash,pending,Penjualan otomatis dari Gudang A
TRX1197,2025-07-20,penjualan,Botol 750ml,Gudang D,,0,16,0,0,0,2600,41600,tempo,selesai,Penjualan otomatis dari Gudang D
TRX1198,2025-07-20,penjualan,Botol 330ml,Gudang C,,0,28,0,0,0,1700,47600,cash,selesai,Penjualan otomatis dari Gudang C
TRX1199,2025-07-20,penjualan,Botol 250ml,Gudang D,,0,49,0,0,0,1700,83300,transfer,selesai,Penjualan otomatis dari Gudang D
TRX1200,2025-07-20,pindah_gudang,Botol 500ml,Gudang C,Gudang A,23,23,0,0,0,2000,0,internal,selesai,Pindah stok dari Gudang C ke Gudang A
TRX1201,2025-07-20,pindah_gudang,Botol 1000ml,Gudang A,Gudang D,76,76,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang A ke Gudang D
TRX1202,2025-07-21,penjualan,Botol 600ml,Gudang A,,0,36,2,0,0,2400,86400,cash,selesai,Penjualan otomatis dari Gudang A
TRX1203,2025-07-21,penjualan,Botol 330ml,Gudang D,,0,27,3,0,0,1900,51300,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX1204,2025-07-21,stok_adjustment,Botol 1500ml,Gudang C,,0,0,21,20,0,0,0,none,selesai,Penyesuaian stok periodik
TRX1205,2025-07-22,penjualan,Botol 500ml,Gudang A,,0,40,3,0,0,2200,88000,non-cash,pending,Penjualan otomatis dari Gudang A
TRX1206,2025-07-22,penjualan,Botol 250ml,Gudang D,,0,22,0,0,0,1800,39600,tempo,batal,Penjualan otomatis dari Gudang D
TRX1207,2025-07-22,penjualan,Botol 750ml,Gudang A,,0,45,0,0,0,2800,126000,tempo,selesai,Penjualan otomatis dari Gudang A
TRX1208,2025-07-22,penjualan,Botol 600ml,Gudang C,,0,17,0,0,0,2500,42500,cash,selesai,Penjualan otomatis dari Gudang C
TRX1209,2025-07-22,penjualan,Botol 250ml,Gudang C,,0,35,2,0,0,1700,59500,transfer,selesai,Penjualan otomatis dari Gudang C
TRX1210,2025-07-22,pindah_gudang,Botol 250ml,Gudang D,Gudang A,159,159,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang D ke Gudang A
TRX1211,2025-07-23,restock,Botol 600ml,,Gudang B,145,0,0,0,0,2200,319000,cash,selesai,Restock otomatis ke Gudang B
TRX1212,2025-07-23,penjualan,Botol 600ml,Gudang A,,0,31,0,0,0,2500,77500,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX1213,2025-07-23,penjualan,Botol 600ml,Gudang A,,0,12,0,0,0,2500,30000,cash,selesai,Penjualan otomatis dari Gudang A
TRX1214,2025-07-23,penjualan,Botol 750ml,Gudang D,,0,30,0,0,0,2600,78000,transfer,selesai,Penjualan otomatis dari Gudang D
TRX1215,2025-07-23,penjualan,Botol 250ml,Gudang A,,0,46,0,0,0,1800,82800,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX1216,2025-07-23,penjualan,Botol 250ml,Gudang B,,0,53,0,2,0,1500,79500,transfer,batal,Penjualan otomatis dari Gudang B
TRX1217,2025-07-23,penjualan,Botol 500ml,Gudang B,,0,14,1,0,0,2000,28000,tempo,selesai,Penjualan otomatis dari Gudang B
TRX1218,2025-07-23,pindah_gudang,Botol 500ml,Gudang A,Gudang C,100,100,0,0,0,2000,0,internal,selesai,Pindah stok dari Gudang A ke Gudang C
TRX1219,2025-07-23,pindah_gudang,Botol 1000ml,Gudang A,Gudang D,171,171,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang A ke Gudang D
TRX1220,2025-07-23,stok_adjustment,Botol 600ml,Gudang A,,0,0,24,62,5,0,0,none,selesai,Penyesuaian stok periodik
TRX1221,2025-07-24,restock,Botol 330ml,,Gudang B,212,0,0,0,0,1700,360400,transfer,selesai,Restock otomatis ke Gudang B
TRX1222,2025-07-24,restock,Botol 1500ml,,Gudang B,127,0,0,0,0,3500,444500,transfer,selesai,Restock otomatis ke Gudang B
TRX1223,2025-07-24,restock,Botol 600ml,,Gudang D,256,0,0,0,0,2200,563200,cash,selesai,Restock otomatis ke Gudang D
TRX1224,2025-07-24,penjualan,Botol 1500ml,Gudang D,,0,23,0,0,0,3800,87400,cash,batal,Penjualan otomatis dari Gudang D
TRX1225,2025-07-24,penjualan,Botol 330ml,Gudang D,,0,10,0,0,0,1700,17000,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX1226,2025-07-24,penjualan,Botol 330ml,Gudang A,,0,34,0,0,0,2000,68000,cash,selesai,Penjualan otomatis dari Gudang A
TRX1227,2025-07-24,penjualan,Botol 600ml,Gudang D,,0,12,0,0,0,2200,26400,transfer,selesai,Penjualan otomatis dari Gudang D
TRX1228,2025-07-25,restock,Botol 250ml,,Gudang C,274,0,0,0,0,1500,411000,transfer,selesai,Restock otomatis ke Gudang C
